"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation","trimmed_nozero"
"13441","Native","Native 1",38,"spillover1","rp","spillover1 rp",6,0,1855,1855,"Unambiguous","Consistent",1855
"13443","Native","Native 1",39,"spillover1","rp","spillover1 rp",7,0,5087,5087,"Ambiguous","Inconsistent",5087
"13445","Native","Native 1",26,"spillover1","rp","spillover1 rp",6,0,1207,1207,"Unambiguous","Consistent",1207
"13447","Native","Native 1",34,"spillover1","rp","spillover1 rp",6,0,647,647,"Unambiguous","Consistent",647
"13449","Native","Native 1",46,"spillover1","rp","spillover1 rp",6,0,559,559,"Unambiguous","Consistent",559
"13451","Native","Native 1",29,"spillover1","rp","spillover1 rp",5,0,1283,1283,"Ambiguous","Consistent",1283
"13453","Native","Native 1",36,"spillover1","rp","spillover1 rp",8,0,3210,3210,"Unambiguous","Inconsistent",3210
"13455","Native","Native 1",30,"spillover1","rp","spillover1 rp",6,0,1617,1617,"Unambiguous","Consistent",1617
"13457","Native","Native 1",40,"spillover1","rp","spillover1 rp",8,0,1800,1800,"Unambiguous","Inconsistent",1800
"13459","Native","Native 1",33,"spillover1","rp","spillover1 rp",5,0,1451,1451,"Ambiguous","Consistent",1451
"13461","Native","Native 1",43,"spillover1","rp","spillover1 rp",7,0,1260,1260,"Ambiguous","Inconsistent",1260
"13463","Native","Native 1",28,"spillover1","rp","spillover1 rp",8,0,821,821,"Unambiguous","Inconsistent",821
"13465","Native","Native 1",31,"spillover1","rp","spillover1 rp",7,0,3777,3777,"Ambiguous","Inconsistent",3777
"13467","Native","Native 1",45,"spillover1","rp","spillover1 rp",5,0,831,831,"Ambiguous","Consistent",831
"13469","Native","Native 1",25,"spillover1","rp","spillover1 rp",5,0,1926,1926,"Ambiguous","Consistent",1926
"13471","Native","Native 1",41,"spillover1","rp","spillover1 rp",5,0,336,336,"Ambiguous","Consistent",336
"13473","Native","Native 1",42,"spillover1","rp","spillover1 rp",6,0,3566,3566,"Unambiguous","Consistent",3566
"13475","Native","Native 1",37,"spillover1","rp","spillover1 rp",5,0,963,963,"Ambiguous","Consistent",963
